Geneid,3T3L1-D0-rep1_aligned.bam,3T3L1-D0-rep2_aligned.bam,3T3L1-D0-rep3_aligned.bam,3T3L1-D2-rep1_aligned.bam,3T3L1-D2-rep2_aligned.bam,3T3L1-D2-rep3_aligned.bam,3T3L1-D6-rep1_aligned.bam,3T3L1-D6-rep2_aligned.bam,3T3L1-D6-rep3_aligned.bam
ENSMUSG00000092183,13,11,6,8,9,5,11,15,13
ENSMUSG00000132514,0,0,0,0,0,0,0,0,0
ENSMUSG00000132550,0,0,0,0,0,0,0,0,0
ENSMUSG00000132554,4,7,6,5,2,5,9,10,13
ENSMUSG00000132563,0,0,0,0,0,0,0,0,0
ENSMUSG00000132579,3,0,0,0,0,1,1,1,0
ENSMUSG00000132593,0,0,0,0,0,0,0,0,0
ENSMUSG00000132608,0,0,0,0,0,0,0,0,0
ENSMUSG00000132640,0,0,0,0,0,0,0,0,0
ENSMUSG00000132648,0,0,0,0,1,0,0,0,0
ENSMUSG00000120852,0,0,0,1,0,3,0,2,0
ENSMUSG00000132688,0,0,0,0,0,0,0,0,0
ENSMUSG00000132695,0,0,0,0,0,0,0,0,0
ENSMUSG00000132727,0,0,0,0,0,0,0,0,0
ENSMUSG00000132730,3,1,1,1,1,1,0,0,0
ENSMUSG00000132775,1,1,4,4,6,0,4,0,1
ENSMUSG00000092275,1,0,0,0,0,0,0,0,0
ENSMUSG00000132815,0,0,0,0,0,0,0,0,0
ENSMUSG00000132818,1,0,1,0,0,0,0,1,0
ENSMUSG00000132825,0,0,0,0,0,0,0,0,0
ENSMUSG00000106733,0,0,0,0,0,0,0,0,0
ENSMUSG00000120759,0,0,0,0,0,0,0,0,0
ENSMUSG00000087104,0,0,0,0,0,0,0,0,0
ENSMUSG00000132860,0,0,0,0,0,0,0,0,0
ENSMUSG00000132866,0,0,0,0,0,0,0,0,0
ENSMUSG00000132877,0,0,0,0,0,0,0,0,0
ENSMUSG00000121040,1,0,0,1,2,2,0,4,1
ENSMUSG00000132904,0,0,0,0,0,0,1,0,0
ENSMUSG00000120846,7,6,5,7,6,5,11,19,16
ENSMUSG00000132929,0,0,0,0,0,0,0,0,0
ENSMUSG00000132938,0,1,0,0,0,0,0,0,1
ENSMUSG00000132945,0,0,0,0,0,0,0,1,0
ENSMUSG00000132950,0,0,0,0,0,0,0,0,0
ENSMUSG00000132966,0,0,0,0,0,0,0,0,0
ENSMUSG00000132971,2,1,1,0,0,2,2,0,2
ENSMUSG00000132979,1,2,0,0,0,0,0,0,1
ENSMUSG00000132982,0,0,0,0,0,0,0,0,0
ENSMUSG00000105283,1,0,1,0,1,1,1,1,0
ENSMUSG00000133014,0,1,0,0,0,0,0,0,0
ENSMUSG00000133025,1,0,1,2,1,1,0,1,1
ENSMUSG00000133049,0,0,0,0,0,0,0,0,0
ENSMUSG00000133056,0,0,0,0,0,0,0,0,0
ENSMUSG00000133116,0,0,0,0,0,0,1,0,1
ENSMUSG00000133134,0,0,0,0,0,0,0,0,0
ENSMUSG00000097863,3,4,6,1,1,0,9,10,2
ENSMUSG00000104538,0,0,0,0,0,0,0,0,0
ENSMUSG00000133145,0,0,0,0,0,0,0,0,0
ENSMUSG00000133149,8,4,5,2,2,3,2,3,1
ENSMUSG00000133155,0,0,0,0,0,0,0,0,0
ENSMUSG00000133170,0,0,0,0,0,0,0,0,0
ENSMUSG00000133173,2,1,2,0,1,0,0,5,4
ENSMUSG00000133181,0,0,0,0,0,0,0,0,0
ENSMUSG00000133184,0,0,0,0,0,0,0,0,0
ENSMUSG00000097092,0,0,0,0,0,0,0,7,2
ENSMUSG00000104894,0,0,0,0,0,0,0,0,0
ENSMUSG00000133208,0,0,0,0,0,0,0,0,0
ENSMUSG00000133215,2,4,2,0,1,2,4,1,3
ENSMUSG00000133218,0,0,0,0,0,0,0,0,0
ENSMUSG00000042184,0,0,0,0,0,0,0,0,0
ENSMUSG00000133223,0,0,1,0,0,0,0,0,0
ENSMUSG00000133224,3,3,3,11,7,6,5,3,9
ENSMUSG00000133228,2,1,2,1,1,0,1,2,2
ENSMUSG00000133239,0,0,0,0,0,0,0,0,0
ENSMUSG00000133240,0,0,0,0,0,0,0,0,0
ENSMUSG00000133268,0,0,0,0,1,0,0,0,0
ENSMUSG00000133276,0,0,0,0,0,0,0,0,0
ENSMUSG00000133283,0,0,0,0,0,0,0,0,0
ENSMUSG00000101683,2,1,2,0,0,0,0,0,0
ENSMUSG00000133322,0,0,0,0,0,0,0,0,0
ENSMUSG00000085271,1,1,1,0,0,0,0,0,0
ENSMUSG00000133340,0,0,0,0,0,0,0,0,0
ENSMUSG00000133363,0,0,0,0,0,0,0,0,0
ENSMUSG00000133365,0,0,2,1,0,0,2,1,4
ENSMUSG00000133374,0,0,0,0,0,0,0,0,0
ENSMUSG00000133381,0,0,0,0,0,0,0,0,0
ENSMUSG00000133443,0,0,0,0,0,0,0,0,0
ENSMUSG00000133479,3,0,0,3,1,0,1,1,1
ENSMUSG00000133490,1,1,4,0,0,0,0,0,0
ENSMUSG00000133497,16,7,10,6,4,7,13,13,10
ENSMUSG00000133503,0,0,0,0,0,0,0,0,0
ENSMUSG00000133523,0,1,1,2,0,0,0,1,0
ENSMUSG00000133548,0,0,0,0,0,0,0,0,0
ENSMUSG00000133558,0,0,0,0,0,0,0,0,0
ENSMUSG00000133564,1,0,0,1,0,0,0,0,0
ENSMUSG00000133569,1,0,0,0,0,0,0,0,0
ENSMUSG00000133651,0,0,0,0,0,0,0,0,0
ENSMUSG00000133670,0,0,0,0,0,0,0,0,0
ENSMUSG00000133687,2,0,0,1,0,0,0,0,0
ENSMUSG00000133694,0,0,1,0,0,0,0,0,0
ENSMUSG00000133719,0,1,0,0,0,0,0,0,0
ENSMUSG00000133741,0,0,0,0,0,0,0,0,0
ENSMUSG00000106082,1,0,0,0,0,0,1,0,0
ENSMUSG00000133760,1,0,0,0,0,0,0,0,0
ENSMUSG00000133778,0,0,0,0,0,0,0,0,0
ENSMUSG00000133793,0,0,0,0,0,0,0,0,0
ENSMUSG00000133805,0,0,0,0,0,0,0,0,0
ENSMUSG00000133836,0,0,0,0,0,0,0,0,0
ENSMUSG00000133837,0,0,0,0,0,0,0,0,0
ENSMUSG00000133841,0,1,0,0,2,0,2,1,3
ENSMUSG00000092503,0,0,0,0,0,0,0,0,0
ENSMUSG00000086219,1,1,2,0,0,0,1,2,0
ENSMUSG00000133906,0,0,0,0,0,0,0,0,0
ENSMUSG00000133925,0,0,0,0,1,0,0,0,0
ENSMUSG00000133933,0,1,2,0,0,1,0,0,1
ENSMUSG00000133941,0,0,1,0,0,0,1,0,0
ENSMUSG00000133947,1,1,1,1,1,1,0,1,1
ENSMUSG00000120072,5,5,4,0,3,0,0,3,1
ENSMUSG00000133974,0,0,0,1,0,0,0,0,0
ENSMUSG00000120628,0,0,0,0,0,0,0,0,0
ENSMUSG00000086945,0,1,1,0,0,0,0,1,0
ENSMUSG00000133992,0,0,0,0,0,1,0,0,0
ENSMUSG00000133996,0,0,0,0,0,0,0,1,0
ENSMUSG00000134002,0,0,0,0,0,0,0,0,0
ENSMUSG00000105912,1,1,0,0,0,0,0,0,0
ENSMUSG00000134017,1,0,0,0,0,0,1,0,0
ENSMUSG00000134029,0,0,0,0,0,0,1,0,0
ENSMUSG00000134035,0,0,0,0,0,0,0,0,0
ENSMUSG00000134062,0,0,0,0,0,0,0,0,0
ENSMUSG00000134063,0,0,0,0,0,1,0,0,0
ENSMUSG00000134078,0,2,1,0,0,1,0,0,0
ENSMUSG00000134089,0,0,0,0,0,0,0,0,0
ENSMUSG00000134102,0,0,0,0,0,0,0,0,0
ENSMUSG00000134103,0,0,1,0,0,0,0,0,0
ENSMUSG00000134106,0,0,0,0,0,0,0,0,0
ENSMUSG00000134107,0,0,0,0,0,0,0,0,0
ENSMUSG00000134112,0,1,1,0,0,0,0,0,0
ENSMUSG00000134123,11,12,21,0,3,3,6,4,1
ENSMUSG00000134127,0,0,0,0,0,0,0,0,0
ENSMUSG00000134138,0,0,0,0,0,0,0,0,0
ENSMUSG00000134141,0,0,0,0,0,0,0,0,0
ENSMUSG00000086494,0,0,0,0,0,0,0,0,0
ENSMUSG00000134164,108,98,132,102,167,156,63,47,53
ENSMUSG00000085166,1,3,1,2,4,0,2,0,0
ENSMUSG00000134190,0,0,0,0,0,0,0,0,0
ENSMUSG00000120316,13,9,13,8,8,8,8,6,11
ENSMUSG00000134200,0,0,0,0,1,0,0,0,0
ENSMUSG00000072591,0,0,0,0,0,0,0,0,0
ENSMUSG00000134221,0,0,0,0,0,0,0,0,0
ENSMUSG00000134225,1,0,0,1,0,0,2,0,0
ENSMUSG00000134249,0,0,0,0,0,0,0,0,0
ENSMUSG00000134259,14,13,5,12,8,5,7,3,5
ENSMUSG00000134261,0,0,0,0,0,0,0,0,0
ENSMUSG00000134264,0,0,0,0,0,0,0,0,0
ENSMUSG00000120619,0,0,0,0,0,0,0,0,0
ENSMUSG00000134310,0,0,0,0,0,0,0,0,0
ENSMUSG00000134311,0,0,0,0,1,0,1,0,0
ENSMUSG00000106985,0,0,0,0,0,1,0,0,0
ENSMUSG00000134350,0,0,1,0,1,0,0,0,0
ENSMUSG00000134366,0,0,0,0,0,0,0,0,0
ENSMUSG00000134393,0,0,0,2,1,0,2,2,3
ENSMUSG00000090220,1,0,2,0,0,0,28,28,18
ENSMUSG00000134481,0,0,0,1,0,0,0,0,0
ENSMUSG00000134485,2,1,0,2,3,1,0,2,3
ENSMUSG00000104818,1,2,4,1,1,1,3,6,5
ENSMUSG00000134542,0,0,0,0,0,0,0,0,0
ENSMUSG00000134553,0,0,0,0,0,0,1,0,1
ENSMUSG00000134568,0,0,0,0,0,0,0,0,0
ENSMUSG00000134579,0,0,0,0,0,0,0,0,0
ENSMUSG00000134597,0,0,0,0,0,0,0,0,0
ENSMUSG00000106026,0,0,0,0,0,0,0,0,0
ENSMUSG00000134625,0,0,0,0,0,0,0,0,0
ENSMUSG00000134631,4,5,8,4,1,0,0,6,6
ENSMUSG00000134637,1,0,1,0,0,0,0,1,0
ENSMUSG00000134680,1,0,0,0,0,1,1,0,0
ENSMUSG00000134697,0,0,0,0,0,0,0,0,0
ENSMUSG00000120953,0,0,0,0,0,0,0,0,0
ENSMUSG00000107319,0,2,3,1,2,0,6,1,4
ENSMUSG00000134740,0,0,0,0,0,0,0,0,1
ENSMUSG00000134747,0,0,0,0,0,0,0,0,0
ENSMUSG00000134783,0,0,0,0,0,0,0,0,0
ENSMUSG00000134821,0,0,1,0,0,0,0,0,0
ENSMUSG00000134825,0,0,0,0,0,0,0,0,0
ENSMUSG00000134846,0,0,0,0,0,0,0,0,0
ENSMUSG00000134876,0,0,0,0,0,0,0,0,1
ENSMUSG00000121057,3,3,8,1,1,0,1,2,1
ENSMUSG00000104955,0,0,0,0,0,0,0,0,0
ENSMUSG00000134952,0,1,0,0,0,0,1,0,0
ENSMUSG00000134979,1,0,0,0,0,0,0,0,0
ENSMUSG00000134989,0,0,0,0,0,0,0,0,0
ENSMUSG00000135011,0,0,0,0,0,0,0,0,0
ENSMUSG00000135027,0,0,0,0,0,0,0,0,0
ENSMUSG00000135031,1,3,7,2,4,8,6,5,7
ENSMUSG00000135033,0,0,0,0,0,0,0,0,0
ENSMUSG00000135043,29,40,25,15,15,16,19,30,13
ENSMUSG00000135056,0,0,0,0,0,0,0,0,0
ENSMUSG00000104870,0,0,0,0,0,0,0,0,0
ENSMUSG00000086610,4,6,3,2,1,3,8,9,6
ENSMUSG00000135096,0,0,0,0,0,0,0,0,0
ENSMUSG00000135097,0,0,0,0,0,0,0,0,1
ENSMUSG00000087272,21,16,21,8,12,5,19,20,19
ENSMUSG00000135138,0,0,0,0,0,0,0,0,0
ENSMUSG00000135140,0,0,0,0,0,0,0,0,0
ENSMUSG00000135145,0,1,0,0,0,0,0,0,0
ENSMUSG00000097626,8,11,9,4,3,5,4,5,8
ENSMUSG00000135166,0,0,0,0,0,0,0,0,0
ENSMUSG00000135173,0,0,0,0,0,0,0,0,0
ENSMUSG00000135200,0,0,0,0,0,0,0,0,0
ENSMUSG00000085713,0,0,0,0,0,0,0,0,0
ENSMUSG00000135213,0,0,2,0,0,0,0,0,0
ENSMUSG00000135214,6,8,6,5,5,12,20,17,11
ENSMUSG00000135230,0,0,0,0,0,0,0,0,0
ENSMUSG00000135244,0,0,0,0,0,0,0,0,0
ENSMUSG00000135253,0,0,0,0,0,0,0,0,0
ENSMUSG00000135255,0,0,0,0,0,0,0,0,0
ENSMUSG00000107265,0,0,0,0,0,0,0,0,0
ENSMUSG00000135333,0,0,0,0,0,0,0,0,0
ENSMUSG00000135350,0,0,1,0,0,0,1,0,0
ENSMUSG00000135358,1,0,1,0,0,2,1,1,0
ENSMUSG00000135373,0,0,0,0,0,0,0,0,0
ENSMUSG00000135383,1,1,0,0,0,0,0,0,1
ENSMUSG00000101762,0,0,0,0,0,0,0,0,0
ENSMUSG00000135480,0,0,1,0,0,0,0,0,0
ENSMUSG00000105227,0,0,0,0,0,0,0,0,0
ENSMUSG00000135483,5,3,3,9,3,2,4,5,5
ENSMUSG00000135530,0,0,0,0,0,0,0,0,0
ENSMUSG00000135548,0,0,0,0,0,0,0,0,0
ENSMUSG00000135575,0,0,0,0,0,0,0,0,0
ENSMUSG00000135627,0,0,0,0,0,0,0,0,0
ENSMUSG00000135630,0,0,0,1,0,0,0,0,0
ENSMUSG00000104717,0,0,0,0,0,0,0,0,0
ENSMUSG00000135665,0,0,0,0,0,0,0,0,0
ENSMUSG00000107218,2,1,1,0,0,0,0,0,0
ENSMUSG00000135689,0,0,0,0,0,0,1,0,0
ENSMUSG00000135690,0,0,0,0,0,0,0,0,0
ENSMUSG00000135715,1,0,1,0,1,1,0,0,0
ENSMUSG00000135736,0,3,0,3,0,3,5,1,1
ENSMUSG00000135740,0,0,0,0,0,0,0,0,0
ENSMUSG00000135775,0,0,0,0,0,0,0,0,0
ENSMUSG00000135777,0,0,0,2,0,0,1,2,0
ENSMUSG00000135790,1,4,2,1,1,2,1,2,3
ENSMUSG00000135798,0,0,0,0,0,0,0,0,0
ENSMUSG00000105508,0,0,0,0,0,0,0,0,0
ENSMUSG00000121172,3,5,5,8,4,5,16,18,21
ENSMUSG00000135835,0,0,0,0,0,0,0,0,0
ENSMUSG00000135907,0,0,0,0,0,0,0,0,0
ENSMUSG00000135924,0,2,1,5,1,7,4,1,0
ENSMUSG00000135925,0,0,0,0,0,0,0,0,0
ENSMUSG00000135933,0,0,0,0,0,0,0,0,0
ENSMUSG00000135948,0,0,1,0,0,5,0,2,0
ENSMUSG00000100175,2,1,2,0,1,0,0,2,0
ENSMUSG00000136082,0,1,1,0,0,0,1,0,1
ENSMUSG00000106754,0,0,0,0,0,0,0,0,0
ENSMUSG00000136125,1,3,0,0,0,0,1,0,0
ENSMUSG00000136166,0,0,0,0,0,0,1,0,0
ENSMUSG00000104784,8,10,11,15,19,16,10,20,13
ENSMUSG00000136178,0,0,0,0,0,0,0,0,0
ENSMUSG00000136185,0,0,0,0,0,1,1,1,1
ENSMUSG00000136196,0,0,0,0,0,0,0,0,0
ENSMUSG00000136206,0,0,0,0,0,0,0,0,0
ENSMUSG00000067101,0,0,0,0,0,0,0,0,1
ENSMUSG00000136230,0,0,0,0,0,0,0,0,1
ENSMUSG00000136235,0,0,0,0,0,0,0,0,0
ENSMUSG00000086376,1,0,0,0,0,0,0,0,0
ENSMUSG00000136245,0,0,0,0,0,0,0,0,0
ENSMUSG00000136251,0,0,0,0,0,0,0,0,0
ENSMUSG00000136256,11,23,17,21,13,10,15,18,22
ENSMUSG00000085740,0,0,0,0,0,0,0,0,0
ENSMUSG00000136289,0,0,0,0,0,0,0,0,0
ENSMUSG00000136303,0,1,0,1,0,1,0,2,0
ENSMUSG00000136307,0,0,0,0,0,0,0,0,1
ENSMUSG00000136326,0,0,0,0,0,0,0,0,0
ENSMUSG00000136333,0,0,0,0,0,0,0,0,0
ENSMUSG00000136344,3,2,1,0,1,0,2,1,1
ENSMUSG00000136351,0,0,0,0,1,0,0,0,0
ENSMUSG00000136353,0,0,0,0,0,0,0,0,0
ENSMUSG00000107164,2,0,1,2,2,0,1,0,0
ENSMUSG00000136387,0,0,0,0,0,0,0,0,0
ENSMUSG00000136392,0,0,0,0,0,0,0,0,0
ENSMUSG00000136416,0,0,0,0,0,0,0,0,0
ENSMUSG00000136428,0,0,0,0,0,0,0,0,0
ENSMUSG00000136448,31,33,28,17,8,8,23,29,26
ENSMUSG00000136464,0,0,0,0,0,0,0,0,0
ENSMUSG00000136485,12,11,13,12,5,14,14,14,11
ENSMUSG00000136488,0,0,1,0,0,0,1,0,0
ENSMUSG00000136489,0,0,0,0,0,0,0,0,1
ENSMUSG00000136493,0,0,0,0,0,0,0,0,0
ENSMUSG00000097640,165,158,149,27,25,19,48,51,35
ENSMUSG00000107061,0,0,0,0,0,0,0,0,0
ENSMUSG00000136518,3,2,4,2,3,1,4,3,0
ENSMUSG00000136525,240,152,297,573,223,262,203,169,189
ENSMUSG00000136529,0,0,0,0,0,0,0,0,0
ENSMUSG00000136530,1,0,0,0,0,0,0,0,0
ENSMUSG00000107126,0,0,0,0,0,0,1,0,0
ENSMUSG00000136537,0,0,0,0,0,0,0,0,0
ENSMUSG00000136576,1,0,0,0,0,0,0,0,0
ENSMUSG00000105673,0,0,0,0,0,0,0,0,0
ENSMUSG00000105387,0,0,0,0,0,0,0,0,0
ENSMUSG00000106013,0,0,0,0,0,0,0,0,0
ENSMUSG00000136678,0,0,0,0,0,0,0,0,0
ENSMUSG00000136680,0,0,0,0,0,0,0,0,0
ENSMUSG00000136683,0,0,0,0,0,0,0,0,0
ENSMUSG00000136698,1,5,1,0,1,0,0,0,1
ENSMUSG00000136699,0,2,1,2,0,0,2,2,2
ENSMUSG00000136713,0,0,0,0,0,0,0,0,0
ENSMUSG00000136722,0,0,0,0,0,0,0,0,0
ENSMUSG00000136726,0,0,0,0,0,0,0,0,0
ENSMUSG00000136727,0,0,0,0,0,0,0,0,0
ENSMUSG00000097668,4,5,6,2,0,0,0,1,1
ENSMUSG00000136735,0,0,0,0,0,0,0,0,0
ENSMUSG00000136762,14,5,15,4,7,10,12,5,5
ENSMUSG00000136763,0,0,0,0,0,0,0,0,0
ENSMUSG00000136770,0,0,0,0,0,0,0,0,0
ENSMUSG00000136771,3,7,2,0,2,0,1,0,0
ENSMUSG00000136778,0,0,0,0,0,0,0,0,0
ENSMUSG00000136781,3,1,3,0,0,1,1,1,1
ENSMUSG00000136783,0,0,0,0,0,0,0,0,0
ENSMUSG00000136798,0,0,0,0,0,0,0,0,0
ENSMUSG00000136809,0,0,0,0,0,0,0,0,0
ENSMUSG00000136822,0,0,0,0,0,0,0,0,0
ENSMUSG00000136829,0,0,0,0,0,0,0,0,0
ENSMUSG00000136831,0,1,0,1,1,3,0,0,0
ENSMUSG00000136837,0,1,0,0,0,0,0,0,0
ENSMUSG00000136838,0,0,2,0,0,0,0,0,0
ENSMUSG00000136850,0,0,0,0,0,0,0,0,0
ENSMUSG00000136852,0,0,0,1,0,0,1,0,0
ENSMUSG00000136873,0,0,0,0,0,0,0,0,0
ENSMUSG00000136880,0,0,0,0,0,0,0,1,0
ENSMUSG00000136888,0,0,0,0,0,0,0,0,0
ENSMUSG00000136889,0,0,0,0,0,0,0,0,0
ENSMUSG00000136892,1,1,0,3,4,2,1,1,0
ENSMUSG00000136898,0,0,0,0,0,0,0,1,0
ENSMUSG00000136903,0,0,1,1,0,1,0,1,0
ENSMUSG00000106380,0,0,0,0,0,0,0,0,0
ENSMUSG00000136916,0,0,0,0,0,0,0,0,0
ENSMUSG00000097275,31,37,19,30,23,26,53,64,67
ENSMUSG00000136929,0,0,0,0,0,0,0,0,0
ENSMUSG00000121100,0,0,0,1,0,2,2,0,3
ENSMUSG00000136964,1,0,0,2,2,2,2,1,1
ENSMUSG00000136976,0,0,0,0,0,0,0,0,0
ENSMUSG00000136982,0,0,0,0,1,0,0,0,1
ENSMUSG00000136990,0,0,0,0,0,0,0,0,0
ENSMUSG00000137002,0,0,0,0,0,0,0,0,0
ENSMUSG00000137004,0,0,0,0,0,0,0,0,0
ENSMUSG00000137008,0,0,0,1,0,0,0,0,1
ENSMUSG00000137037,0,0,0,0,0,0,0,0,0
ENSMUSG00000137041,0,0,0,0,0,0,0,0,0
ENSMUSG00000107141,0,0,0,1,0,0,0,0,0
ENSMUSG00000137072,0,0,0,0,0,0,0,0,0
ENSMUSG00000137084,0,0,0,0,0,0,0,0,0
ENSMUSG00000137094,0,0,1,0,0,0,0,0,0
ENSMUSG00000137110,0,0,0,0,0,0,0,0,0
ENSMUSG00000137136,0,0,0,0,0,0,0,0,0
ENSMUSG00000137177,0,0,0,0,0,0,0,0,0
ENSMUSG00000120552,0,0,1,0,0,0,2,1,0
ENSMUSG00000137209,12,8,15,7,9,2,12,10,8
ENSMUSG00000106808,0,1,0,0,2,0,2,1,2
ENSMUSG00000137242,1,3,1,2,0,2,3,0,5
ENSMUSG00000107198,0,1,0,0,0,1,1,3,6
ENSMUSG00000121076,0,0,0,0,0,0,0,0,0
ENSMUSG00000067285,2,0,0,1,0,0,1,0,3
ENSMUSG00000137280,0,0,0,0,0,0,0,0,0
ENSMUSG00000120897,0,0,0,0,0,0,0,0,2
ENSMUSG00000137325,0,0,0,0,0,0,0,0,0
ENSMUSG00000137361,0,0,0,0,0,0,0,0,1
ENSMUSG00000104800,0,0,0,0,0,0,0,0,0
ENSMUSG00000137379,0,0,0,0,0,0,0,0,0
ENSMUSG00000137382,0,0,0,0,1,0,1,0,0
ENSMUSG00000137396,0,0,0,0,0,0,0,0,0
ENSMUSG00000137403,0,0,0,0,0,0,0,0,0
ENSMUSG00000137410,0,0,0,0,0,0,0,0,0
ENSMUSG00000086047,8,19,10,9,6,8,9,12,12
ENSMUSG00000137432,0,0,1,0,0,0,0,0,0
ENSMUSG00000137433,0,1,3,0,0,0,0,0,0
ENSMUSG00000137445,0,0,0,0,0,0,0,0,0
ENSMUSG00000137457,0,0,0,0,0,0,0,0,0
ENSMUSG00000120171,0,0,0,0,0,0,0,0,0
ENSMUSG00000137482,0,0,0,0,0,0,0,0,0
ENSMUSG00000137484,0,0,0,0,0,0,0,0,0
ENSMUSG00000120641,0,0,0,0,0,0,0,0,0
ENSMUSG00000137507,0,0,0,0,0,0,0,0,0
ENSMUSG00000137527,11,16,11,7,10,15,15,11,10
ENSMUSG00000137541,0,0,0,1,0,1,0,0,0
ENSMUSG00000137553,0,0,0,0,0,0,0,0,0
ENSMUSG00000086632,0,0,1,3,2,6,3,4,6
ENSMUSG00000137580,0,0,0,0,0,0,0,0,0
ENSMUSG00000120495,0,0,0,0,0,0,2,1,2
ENSMUSG00000137597,0,0,0,0,0,0,0,0,0
ENSMUSG00000137605,0,1,1,7,2,1,0,2,0
ENSMUSG00000137620,0,0,0,1,0,1,0,0,0
ENSMUSG00000137638,0,0,0,0,0,0,0,0,0
ENSMUSG00000137642,4,1,1,5,4,9,5,6,7
ENSMUSG00000137656,0,0,1,0,0,0,0,0,0
ENSMUSG00000137673,0,0,0,0,0,0,0,0,0
ENSMUSG00000137680,0,0,0,0,0,0,0,0,0
ENSMUSG00000137711,0,0,0,0,0,0,0,0,0
ENSMUSG00000137719,5,8,10,14,12,11,16,11,12
ENSMUSG00000137734,0,0,0,0,0,0,0,0,0
ENSMUSG00000137749,1,0,0,0,0,0,0,0,0
ENSMUSG00000137760,0,0,0,0,0,0,0,0,0
ENSMUSG00000137783,0,0,0,0,0,0,1,0,0
ENSMUSG00000137792,0,0,0,0,0,0,0,0,0
ENSMUSG00000137798,1,0,0,0,0,0,0,0,0
ENSMUSG00000137841,0,0,0,0,0,0,0,0,0
ENSMUSG00000137854,0,1,0,0,0,0,0,0,0
ENSMUSG00000121792,0,1,0,0,0,0,0,0,0
ENSMUSG00000097287,130,139,131,98,111,104,119,133,134
ENSMUSG00000137893,0,0,0,0,0,0,0,0,0
ENSMUSG00000107266,0,0,1,1,1,1,0,0,0
ENSMUSG00000137907,0,0,0,0,0,0,0,0,0
ENSMUSG00000137928,0,0,0,0,0,0,0,0,1
ENSMUSG00000137930,0,0,1,0,0,0,0,0,0
ENSMUSG00000104846,1,1,0,1,0,1,9,9,4
ENSMUSG00000137961,1,0,1,0,0,1,0,0,0
ENSMUSG00000137970,0,0,0,0,0,1,0,0,0
ENSMUSG00000137987,0,0,0,0,0,0,0,0,0
ENSMUSG00000138003,7,4,6,7,7,8,7,7,4
ENSMUSG00000138023,0,0,0,0,0,0,0,0,0
ENSMUSG00000138027,2,2,1,1,1,0,4,2,2
ENSMUSG00000138029,0,0,0,0,0,0,0,0,0
ENSMUSG00000120344,3,2,2,2,1,0,1,6,2
ENSMUSG00000138068,0,0,0,0,0,0,0,0,0
ENSMUSG00000138074,0,0,0,0,0,0,0,0,0
ENSMUSG00000138080,1,0,0,0,0,0,0,1,0
ENSMUSG00000092354,36,22,20,26,22,20,23,19,30
ENSMUSG00000106064,0,0,0,0,0,0,0,0,0
ENSMUSG00000104872,4,3,4,2,0,3,1,2,4
ENSMUSG00000138173,0,0,0,0,0,0,0,0,0
ENSMUSG00000138176,2,0,0,0,0,0,0,0,0
ENSMUSG00000138190,0,0,0,0,0,0,0,0,0
ENSMUSG00000138208,1,0,1,2,1,4,1,2,0
ENSMUSG00000138214,0,0,0,1,0,0,0,0,0
ENSMUSG00000138248,0,0,0,0,0,0,0,0,0
ENSMUSG00000096936,0,0,0,1,1,0,0,0,2
ENSMUSG00000138250,0,0,0,0,0,0,0,0,0
ENSMUSG00000107084,0,0,0,0,0,0,0,0,0
ENSMUSG00000138261,0,0,0,0,0,0,0,0,0
ENSMUSG00000104886,0,0,0,0,0,0,0,0,2
ENSMUSG00000106656,0,0,1,0,0,0,0,1,0
ENSMUSG00000138324,0,0,0,0,0,0,0,0,0
ENSMUSG00000138330,1,4,3,1,5,3,5,1,2
ENSMUSG00000048215,34,27,36,28,34,39,14,14,16
ENSMUSG00000138464,0,0,1,0,0,0,0,0,0
ENSMUSG00000138489,0,0,0,0,0,0,0,0,0
ENSMUSG00000087386,0,0,0,0,0,0,0,0,0
ENSMUSG00000106762,0,1,0,0,1,0,0,0,0
ENSMUSG00000121070,7,7,6,7,7,7,13,17,16
ENSMUSG00000138567,44,40,56,76,85,64,88,80,73
ENSMUSG00000138573,0,0,0,0,0,0,0,0,0
ENSMUSG00000138596,0,0,0,0,0,0,0,0,0
ENSMUSG00000138601,0,0,0,0,0,0,0,0,0
ENSMUSG00000138624,0,0,0,0,0,0,0,0,0
ENSMUSG00000120342,7,11,10,7,4,5,6,13,7
ENSMUSG00000138698,0,0,0,0,0,0,0,0,0
ENSMUSG00000106880,0,0,0,0,0,0,0,0,0
ENSMUSG00000138711,0,0,0,0,0,0,0,0,0
ENSMUSG00000138727,0,0,0,0,0,0,0,0,0
ENSMUSG00000138732,0,0,0,0,0,0,1,0,0
ENSMUSG00000138746,0,0,0,0,0,0,0,0,0
ENSMUSG00000138756,0,0,0,0,0,0,0,0,0
ENSMUSG00000138764,0,0,0,0,0,0,0,0,0
ENSMUSG00000138799,0,0,0,0,0,0,0,0,0
ENSMUSG00000138805,0,3,1,3,0,0,3,0,0
ENSMUSG00000105490,0,0,0,0,0,0,0,0,0
ENSMUSG00000107036,1,0,0,0,1,0,0,0,0
ENSMUSG00000138856,0,0,0,0,0,1,0,0,0
ENSMUSG00000138859,1,0,1,1,0,2,0,0,0
ENSMUSG00000138880,0,0,0,0,0,0,0,0,0
ENSMUSG00000138881,0,0,0,0,0,0,0,0,0
ENSMUSG00000138899,0,0,0,0,0,0,0,0,0
ENSMUSG00000138900,0,0,0,0,0,0,0,0,0
